id,filename,path,size,type,isMalicious,original_hash,rebuild_hash,date_created,virus_total_status,gw_rebuild_xml_status,gw_rebuild_file_status
11,eqa_specification.docx,docx/bf0aa8931f73a689b968b545244115f1f232c5e825c32611496fd657c4cd0505,55496 bytes,docx,False,bf0aa8931f73a689b968b545244115f1f232c5e825c32611496fd657c4cd0505,NULL,2020-11-13 13:11:16.612595,False,False,False
12,130726-Caste-Discrimination.docx,docx/13b2c842a06b98d1a54324ace3f8faa020cc37f1c46e1a750734fdffdb7feca2,63064 bytes,docx,False,13b2c842a06b98d1a54324ace3f8faa020cc37f1c46e1a750734fdffdb7feca2,NULL,2020-11-13 13:11:17.939232,False,False,False
13,internal_audit_service_level_agreement_template.docx,docx/e9bd708ea5bc8fae69273bc3fd4d7dce3524ee2670a96e752fcdd6efd838fde2,59293 bytes,docx,False,e9bd708ea5bc8fae69273bc3fd4d7dce3524ee2670a96e752fcdd6efd838fde2,5683ea16a9e9cfe7a5acd803f2d21f37148fa6ca281d809cc969aa518a83fffa,2020-11-13 13:11:20.41313,False,True,True
14,standard_terms_and_conditions_of_consultancy.docx,docx/5515254b655f9febc4f7a4eb3bc7e8c57b03cc0e357b15c51e5fb36843f5db15,9951 bytes,docx,False,5515254b655f9febc4f7a4eb3bc7e8c57b03cc0e357b15c51e5fb36843f5db15,7afdca20b1a8be524a41d9e4171f2e07569e9c11ba4ef0ee69b48ab78607d674,2020-11-13 13:11:21.831294,False,True,True
15,terms_for_the_hire_of_goods.docx,docx/623eac2087fdb398e39b6f0e797f64041d3d31a071b486a9048f3d607fbaebb6,8772 bytes,docx,False,623eac2087fdb398e39b6f0e797f64041d3d31a071b486a9048f3d607fbaebb6,e48c7d0824f9bbb1e5e9e7bd599121055c0efb8ae5a4a49933eb168dd0562ff2,2020-11-13 13:11:23.188532,False,True,True
16,cmw-r6-4.ppt,ppt/3e5e1ce1fd265bd79bfa3d440ef483eca7c26354577e922095dcf3931a712919,46081 bytes,ppt,False,3e5e1ce1fd265bd79bfa3d440ef483eca7c26354577e922095dcf3931a712919,aa8d7cd1cd8af9bc8c0eca974a311e5e289262e439952c25d9af8aab87d5e286,2020-11-13 13:11:24.550148,False,True,True
17,bis-13-594e-review-science-engineering-in-civil-service-e-careers-template.ppt,ppt/23b1f3231ab9110f45dcbb8f0c08ec8073664354b91eb4a383ce0f7c327d891b,10426368 bytes,ppt,False,23b1f3231ab9110f45dcbb8f0c08ec8073664354b91eb4a383ce0f7c327d891b,b2de667435330f09e459c00babaf805cd108282f48d59d6fee6d93d3df86fc28,2020-11-13 13:11:29.693404,False,True,True
18,UKCB_-_Website.ppt,ppt/e6a93f89194c67314288adc970ec7928b7ec3a30cc8b8ca82250306822c1c589,249856 bytes,ppt,False,e6a93f89194c67314288adc970ec7928b7ec3a30cc8b8ca82250306822c1c589,50024efee4b77b5bf0f268e6a3e48ae90af8b62b37fd987dbdd775daddb2e1c0,2020-11-13 13:11:31.941629,False,True,True
19,E-Tender_System.pptx,pptx/0203fc9666f58f8cd789c44256b8b0770f6dd3fe972d3234071decac8bde0278,2847994 bytes,pptx,False,0203fc9666f58f8cd789c44256b8b0770f6dd3fe972d3234071decac8bde0278,31a9714f1ed1ee790f5dfaa0b6e2daa54834600c7acecfa3a1bd78fe59d90109,2020-11-13 13:11:35.970841,False,True,True
20,Exploring_racial_disparity_2020_accessible_version.pptx,pptx/0608fb876014d34ecfcaf1752c68a6c3ab096cba788e156c2d05bd474ca25521,158220 bytes,pptx,False,0608fb876014d34ecfcaf1752c68a6c3ab096cba788e156c2d05bd474ca25521,c17f15d92d48d6fb68e4e6076e4305d51cbecb83585f2e983ef635ed060aade8,2020-11-13 13:11:39.536312,False,True,True
21,Category_A_Sites.xls,xls/f990ab4ea5482891d2e14e836b674ea2bc8737c8705bfaaf848991d10748f602,92672 bytes,xls,False,f990ab4ea5482891d2e14e836b674ea2bc8737c8705bfaaf848991d10748f602,7f009bae5f74ba9ced40bfdd39093626bc047c029867716c8a7423008a3b90e7,2020-11-13 13:11:41.015111,False,True,True
22,Category_B_Scores.xls,xls/6d3374caafa7e8492326ea1198bb41c725e56e0d65ee4a7a8b4ec353dd44e47b,436736 bytes,xls,False,6d3374caafa7e8492326ea1198bb41c725e56e0d65ee4a7a8b4ec353dd44e47b,8a7b7a751cab1a4da07e9e196e749b139417e7b0ce034ebb39be39656dbc5f3d,2020-11-13 13:11:42.27732,False,True,True
23,Scoring_Criteria.xls,xls/c4d5af0d4439e3f9533f8f2ddcab19a0000f00217072e9ff2ac9b732e3f4d7a9,67072 bytes,xls,False,c4d5af0d4439e3f9533f8f2ddcab19a0000f00217072e9ff2ac9b732e3f4d7a9,d64ef3479de6479c1a9ee1e7f1d2798bac1f67971939427b78debe6ea948303b,2020-11-13 13:11:43.45582,False,True,True
24,20130430_Gurkha_Redundancy_Calculator.xls,xls/621328edd70920df04d8f4b004550124d07fb85569fca3a7d57f129e8a8e0d8d,96768 bytes,xls,False,621328edd70920df04d8f4b004550124d07fb85569fca3a7d57f129e8a8e0d8d,NULL,2020-11-13 13:11:44.645684,False,False,False
25,cop-admin-sources-1.xls,xls/098e60f2612683a4dde0d92668cfefb8a60b466b7edad87820c2c05b5f0c9c68,31744 bytes,xls,False,098e60f2612683a4dde0d92668cfefb8a60b466b7edad87820c2c05b5f0c9c68,20ebc900ae5eb86e99c774f8fa017a61c46531bc4da78b178218311f9e70efc3,2020-11-13 13:11:45.549167,False,True,True
26,Costings_Template.xlsx,xlsx/0adb7e1eb691649e5b9af79cdb062e94a5958f6b1c8c190c84e9dbf7a8dfe6fd,24165 bytes,xlsx,False,0adb7e1eb691649e5b9af79cdb062e94a5958f6b1c8c190c84e9dbf7a8dfe6fd,9882e0f3852144a0e6ddbd04576b58d9a36568dffd0a23415f46b68916532647,2020-11-13 13:11:46.857381,False,True,True
27,Complete_Taking__Part_2013_14_artforms_tables.xlsx,xlsx/4bff8e43a757812936ad296eaf0f1943aa9fd63b614292a766375674f930cc63,76757 bytes,xlsx,False,4bff8e43a757812936ad296eaf0f1943aa9fd63b614292a766375674f930cc63,997d498a60e030648978514ba0fd7c7c101bf1b062e84d1d114a95e63247482f,2020-11-13 13:11:48.485311,False,True,True
28,Complete_Taking__Part_2013_14_barriers_tables.xlsx,xlsx/17faa9431ff79a576b3e866747250f2e8012dbc50312b26f5ced56c67611f443,23233 bytes,xlsx,False,17faa9431ff79a576b3e866747250f2e8012dbc50312b26f5ced56c67611f443,4a2d582990a88b41a69f2c777c4aefc9f3a225c0471c71bb8a3ace4a54219341,2020-11-13 13:11:49.836333,False,True,True
29,Maintained_schools_External_Management_Information___31_May_2015.xlsx,xlsx/d95c0a1c198e78f9727f575d03812df9f8f632b1dce86a96a65d4c2cdd3073c5,3592901 bytes,xlsx,False,d95c0a1c198e78f9727f575d03812df9f8f632b1dce86a96a65d4c2cdd3073c5,f7b7c79fb6496938e67b0f19d6634fe6eb2a12d01f9e96cb8334bc3d26a5d79d,2020-11-13 13:12:24.519717,False,True,True
30,Maintained_schools_external_management_information__Schools__30_April_2015.xlsx,xlsx/cd00c69c2d5759fcfead11a95f49e7d003e435f10d5d0673da23247c291efe53,5059785 bytes,xlsx,False,cd00c69c2d5759fcfead11a95f49e7d003e435f10d5d0673da23247c291efe53,732343de14366b84f89cc9c8f85bd42fca1340c39dfd228fc07b8a98c6ce75bb,2020-11-13 13:13:23.900561,False,True,True
31,thumbnail_tab-terms-of-reference.pdf.png,png/db1a72821f2b0402f7adb88679e65ac75a977bfa1477343790c802e37eaff412,2492 bytes,png,False,db1a72821f2b0402f7adb88679e65ac75a977bfa1477343790c802e37eaff412,a000b0ee7896702a08f6f9b8e8116866e2520c0030ecc1f33b6bf01d4aa7189c,2020-11-13 13:13:25.563471,False,True,True
32,thumbnail_tab-code-of-practice.pdf.png,png/6c6b30353a420a962c762f7a1d2050fafc413928083bfa256bf956c2f0da84fa,2496 bytes,png,False,6c6b30353a420a962c762f7a1d2050fafc413928083bfa256bf956c2f0da84fa,213105c73db5cd1efe695326db15deb11c4a827d355aaea654a139a70ff1f1b2,2020-11-13 13:13:26.597213,False,True,True
33,thumbnail_mdma-report.pdf.png,png/0c20bb1e8eb1ab42d9ce639c7b827a1f0cd5cfccea6fb41355acaeddfd04518a,33838 bytes,png,False,0c20bb1e8eb1ab42d9ce639c7b827a1f0cd5cfccea6fb41355acaeddfd04518a,f5438960befd1fd5709cf6b1c7300a258a8b8e86649ed13da7d5e98d61d03c2e,2020-11-13 13:13:27.910521,False,True,True
34,thumbnail_ACMDFurtherMethylamphetamine.pdf.png,png/56b96ba2fe78a6792c7e75523f5d34b47cedb6fb70eec1e52ea851a923433dab,14142 bytes,png,False,56b96ba2fe78a6792c7e75523f5d34b47cedb6fb70eec1e52ea851a923433dab,85a998156e4109e6788686d6b90272a4de4bcc683e0bccc7efd894870750b080,2020-11-13 13:13:29.106604,False,True,True
35,thumbnail_fs-nca-inspections-complaints.pdf.png,png/228af1fb4f8dfa3402fc5aee1aa033eb9941bc72d66be7d063892dee66052662,13376 bytes,png,False,228af1fb4f8dfa3402fc5aee1aa033eb9941bc72d66be7d063892dee66052662,fb86a5c67d185f7c27477c70b7eca030a52b11b60ca0f798af57874a698d6b58,2020-11-13 13:13:30.209596,False,True,True
36,Bedford.gif,gif/5926db1681ad1d6b4fac1424bda053c87b46eb6585dbb950ebc410fc4de8873a,89252 bytes,gif,False,5926db1681ad1d6b4fac1424bda053c87b46eb6585dbb950ebc410fc4de8873a,5926db1681ad1d6b4fac1424bda053c87b46eb6585dbb950ebc410fc4de8873a,2020-11-13 13:13:31.528774,False,True,True
37,Leeds.gif,gif/6fe193502e3344232d0bb12a7941bba15594f2374fe25af0b426ea05629b3de5,75833 bytes,gif,False,6fe193502e3344232d0bb12a7941bba15594f2374fe25af0b426ea05629b3de5,6fe193502e3344232d0bb12a7941bba15594f2374fe25af0b426ea05629b3de5,2020-11-13 13:13:32.768233,False,True,True
38,Manchester.gif,gif/d2bbc9ac48e365aee478729a1576e94c9759e8c8db9235dbd56a10db1805d45b,57777 bytes,gif,False,d2bbc9ac48e365aee478729a1576e94c9759e8c8db9235dbd56a10db1805d45b,d2bbc9ac48e365aee478729a1576e94c9759e8c8db9235dbd56a10db1805d45b,2020-11-13 13:13:33.873416,False,True,True
39,Birmingham.gif,gif/5ac9c4ab28dca97447615dd2b5871d4b256d344cf6d127bdf499c9a92735402e,70279 bytes,gif,False,5ac9c4ab28dca97447615dd2b5871d4b256d344cf6d127bdf499c9a92735402e,5ac9c4ab28dca97447615dd2b5871d4b256d344cf6d127bdf499c9a92735402e,2020-11-13 13:13:35.019243,False,True,True
40,Bristol.gif,gif/c8ac5fecd208540b1f19fb75fab0b03f25e36b381cdfbcbc6594829b6dad5836,58397 bytes,gif,False,c8ac5fecd208540b1f19fb75fab0b03f25e36b381cdfbcbc6594829b6dad5836,c8ac5fecd208540b1f19fb75fab0b03f25e36b381cdfbcbc6594829b6dad5836,2020-11-13 13:13:36.15985,False,True,True
41,DavidCorner.jpg,jpg/ccb21797f6adca9a4547946e56a9b289fa2d466f7dcdb2c4e9447186d909655a,4667 bytes,jpg,False,ccb21797f6adca9a4547946e56a9b289fa2d466f7dcdb2c4e9447186d909655a,88b71b400f7e55fdd80f472fb8be4eef1d66cdeb840f660a54a59db15b187cc2,2020-11-13 13:13:37.355784,False,True,True
42,JuliaDrown.jpg,jpg/6b72b5f33a82cfdaf3aae8d5d3590a1f9f91995e26ea5899d13ef95691c84224,29123 bytes,jpg,False,6b72b5f33a82cfdaf3aae8d5d3590a1f9f91995e26ea5899d13ef95691c84224,cbbae18243528d6cc901173e887d43f0ac9067c677ef819b86c418e6c929ca86,2020-11-13 13:13:38.464534,False,True,True
43,Rich_Picture.jpg,jpg/7d639faea285803c7f0ea695eb11d6436e6fde0c3ff517887991ab4d99392958,431291 bytes,jpg,False,7d639faea285803c7f0ea695eb11d6436e6fde0c3ff517887991ab4d99392958,05baa0d8f6ebbd3bcabc750a0621351a4b1aac049fbe495b86155eb9fe7707da,2020-11-13 13:13:40.153119,False,True,True
44,Pyramid_Picture.jpg,jpg/cdfe43cf671d9c8efbe370ffdc69749e3afa45b7eee9d0a03697cf134adc5c34,70115 bytes,jpg,False,cdfe43cf671d9c8efbe370ffdc69749e3afa45b7eee9d0a03697cf134adc5c34,e1e50a7061aa02d8ea5b22c3902f7bef30f6ebbc2e8764f55d6779d3868001da,2020-11-13 13:13:41.79928,False,True,True
45,CatlowDavid.jpg,jpg/af356456b8bf07bf3c65b8a63634d66bf3c36abb49652a095619f28935fc2c6e,33704 bytes,jpg,False,af356456b8bf07bf3c65b8a63634d66bf3c36abb49652a095619f28935fc2c6e,209ed5bd6a8b9829c9846c621ef102d024033e47734a96e8779938d6c0c5c941,2020-11-13 13:13:42.985613,False,True,True
