timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1601637417994,1860,HTTP Request,200,OK,Thread Group 1-2,text,true,,52768,126,2,2,https://glasswallsolutions.com/,1404,0,875
1601637419661,1197,HTTP Request,200,OK,Thread Group 1-3,text,true,,52768,126,1,1,https://glasswallsolutions.com/,950,0,414
1601637603691,1237,HTTP Request,200,OK,Thread Group 1-1,text,true,,52768,126,1,1,https://glasswallsolutions.com/,1045,0,474
1601637605234,1237,HTTP Request,200,OK,Thread Group 1-2,text,true,,52768,126,1,1,https://glasswallsolutions.com/,917,0,411
1601637606904,1167,HTTP Request,200,OK,Thread Group 1-3,text,true,,52768,126,1,1,https://glasswallsolutions.com/,937,0,403
1601637683441,51,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to glasswallsolutions.local:8080 [glasswallsolutions.local/127.0.0.1] failed: Connection refused (Connection refused),Thread Group 1-1,text,false,,2676,0,1,1,http://glasswallsolutions.local:8080/,0,0,50
1601637684921,1,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to glasswallsolutions.local:8080 [glasswallsolutions.local/127.0.0.1] failed: Connection refused (Connection refused),Thread Group 1-2,text,false,,2676,0,1,1,http://glasswallsolutions.local:8080/,0,0,1
1601637686597,2,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to glasswallsolutions.local:8080 [glasswallsolutions.local/127.0.0.1] failed: Connection refused (Connection refused),Thread Group 1-3,text,false,,2676,0,1,1,http://glasswallsolutions.local:8080/,0,0,2
1601646807749,17,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to glasswallsolutions.local:8080 [glasswallsolutions.local/127.0.0.1] failed: Connection refused (Connection refused),Thread Group 1-1,text,false,,2676,0,1,1,http://glasswallsolutions.local:8080/,0,0,17
1601646809338,0,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to glasswallsolutions.local:8080 [glasswallsolutions.local/127.0.0.1] failed: Connection refused (Connection refused),Thread Group 1-2,text,false,,2676,0,1,1,http://glasswallsolutions.local:8080/,0,0,0
1601646811006,1,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to glasswallsolutions.local:8080 [glasswallsolutions.local/127.0.0.1] failed: Connection refused (Connection refused),Thread Group 1-3,text,false,,2676,0,1,1,http://glasswallsolutions.local:8080/,0,0,1
1601646821026,17,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to glasswallsolutions.local:8080 [glasswallsolutions.local/127.0.0.1] failed: Connection refused (Connection refused),Thread Group 1-1,text,false,,2676,0,1,1,http://glasswallsolutions.local:8080/,0,0,17
1601646822607,2,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to glasswallsolutions.local:8080 [glasswallsolutions.local/127.0.0.1] failed: Connection refused (Connection refused),Thread Group 1-2,text,false,,2676,0,1,1,http://glasswallsolutions.local:8080/,0,0,1
1601646824273,2,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to glasswallsolutions.local:8080 [glasswallsolutions.local/127.0.0.1] failed: Connection refused (Connection refused),Thread Group 1-3,text,false,,2676,0,1,1,http://glasswallsolutions.local:8080/,0,0,2
1601649458996,30,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to glasswallsolutions.local:8080 [glasswallsolutions.local/127.0.0.1] failed: Connection refused (Connection refused),Thread Group 1-1,text,false,,2676,0,1,1,http://glasswallsolutions.local:8080/,0,0,30
1601649460526,2,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to glasswallsolutions.local:8080 [glasswallsolutions.local/127.0.0.1] failed: Connection refused (Connection refused),Thread Group 1-2,text,false,,2676,0,1,1,http://glasswallsolutions.local:8080/,0,0,1
1601649462202,1,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to glasswallsolutions.local:8080 [glasswallsolutions.local/127.0.0.1] failed: Connection refused (Connection refused),Thread Group 1-3,text,false,,2676,0,1,1,http://glasswallsolutions.local:8080/,0,0,1
1601649473900,29,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to glasswallsolutions.local:8080 [glasswallsolutions.local/127.0.0.1] failed: Connection refused (Connection refused),Thread Group 1-1,text,false,,2676,0,1,1,http://glasswallsolutions.local:8080/,0,0,29
1601649475434,1,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to glasswallsolutions.local:8080 [glasswallsolutions.local/127.0.0.1] failed: Connection refused (Connection refused),Thread Group 1-2,text,false,,2676,0,1,1,http://glasswallsolutions.local:8080/,0,0,1
1601649477105,2,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to glasswallsolutions.local:8080 [glasswallsolutions.local/127.0.0.1] failed: Connection refused (Connection refused),Thread Group 1-3,text,false,,2676,0,1,1,http://glasswallsolutions.local:8080/,0,0,1
1601649631284,1171,HTTP Request,200,OK,Thread Group 1-1,text,true,,52768,126,1,1,https://glasswallsolutions.com/,1087,0,484
1601649632810,1247,HTTP Request,200,OK,Thread Group 1-2,text,true,,52768,126,1,1,https://glasswallsolutions.com/,1098,0,499
1601649634474,1251,HTTP Request,200,OK,Thread Group 1-3,text,true,,52768,126,1,1,https://glasswallsolutions.com/,1100,0,507
1601649680829,1287,HTTP Request,200,OK,Thread Group 1-1,text,true,,52768,126,1,1,https://glasswallsolutions.com/,1157,0,535
1601649682418,1082,HTTP Request,200,OK,Thread Group 1-2,text,true,,52768,126,1,1,https://glasswallsolutions.com/,963,0,413
1601649684085,1017,HTTP Request,200,OK,Thread Group 1-3,text,true,,52768,126,1,1,https://glasswallsolutions.com/,903,0,385
1601649688277,1344,HTTP Request,200,OK,Thread Group 1-1,text,true,,52768,126,1,1,https://glasswallsolutions.com/,1223,0,561
1601649689862,1283,HTTP Request,200,OK,Thread Group 1-2,text,true,,52768,126,1,1,https://glasswallsolutions.com/,1127,0,506
1601649691528,1001,HTTP Request,200,OK,Thread Group 1-3,text,true,,52768,126,1,1,https://glasswallsolutions.com/,889,0,370
1601649695059,1163,HTTP Request,200,OK,Thread Group 1-1,text,true,,52768,126,1,1,https://glasswallsolutions.com/,1039,0,479
1601649696641,1308,HTTP Request,200,OK,Thread Group 1-2,text,true,,52768,126,1,1,https://glasswallsolutions.com/,967,0,406
1601649698305,1324,HTTP Request,200,OK,Thread Group 1-3,text,true,,52768,126,1,1,https://glasswallsolutions.com/,1042,0,470
1601649702221,1487,HTTP Request,200,OK,Thread Group 1-1,text,true,,52768,126,1,1,https://glasswallsolutions.com/,1206,0,590
1601649703799,1238,HTTP Request,200,OK,Thread Group 1-2,text,true,,52768,126,1,1,https://glasswallsolutions.com/,996,0,428
1601649705467,1183,HTTP Request,200,OK,Thread Group 1-3,text,true,,52768,126,1,1,https://glasswallsolutions.com/,935,0,402
1601649709484,1476,HTTP Request,200,OK,Thread Group 1-1,text,true,,52768,126,1,1,https://glasswallsolutions.com/,1222,0,585
1601649711024,1357,HTTP Request,200,OK,Thread Group 1-2,text,true,,52768,126,1,1,https://glasswallsolutions.com/,1066,0,483
1601649712692,1870,HTTP Request,200,OK,Thread Group 1-3,text,true,,52768,126,1,1,https://glasswallsolutions.com/,1065,0,473
1601651812166,824,first_random_sampler,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651812166,1069,can_fail_sampler,204,OK,listener tg 1-1,text,true,,671,0,1,3,null,0,0,0
1601651813241,759,can_fail_sampler,204,OK,listener tg 1-1,text,true,,756,0,1,3,null,0,0,0
1601651814002,327,can_fail_sampler,204,OK,listener tg 1-1,text,true,,325,0,1,3,null,0,0,0
1601651814331,170,can_fail_sampler,204,OK,listener tg 1-1,text,true,,167,0,1,3,null,0,0,0
1601651814502,54,can_fail_sampler,204,OK,listener tg 1-1,text,true,,52,0,1,3,null,0,0,0
1601651813009,1970,want_to_skp,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651815164,27,JSR223 Sampler,200,OK,config tg 2-1,text,true,,0,0,1,3,null,0,0,0
1601651814558,763,can_fail_sampler,204,OK,listener tg 1-1,text,true,,761,0,1,3,null,0,0,0
1601651814980,622,second_random_sampler,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651815327,1034,can_fail_sampler,204,OK,listener tg 1-1,text,true,,1031,0,1,3,null,0,0,0
1601651816362,1414,can_fail_sampler,204,OK,listener tg 1-1,text,true,,1412,0,1,3,null,0,0,0
1601651817778,319,can_fail_sampler,404,OK,listener tg 1-1,text,false,,314,0,1,3,null,0,0,0
1601651818192,1,JSR223 Sampler,200,OK,config tg 2-1,text,true,,0,0,1,3,null,0,0,0
1601651818099,320,can_fail_sampler,204,OK,listener tg 1-1,text,true,,319,0,1,3,null,0,0,0
1601651815605,3107,first_random_sampler,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651818421,432,can_fail_sampler,204,OK,listener tg 1-1,text,true,,431,0,1,3,null,0,0,0
1601651818713,383,want_to_skp,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651818855,586,can_fail_sampler,404,OK,listener tg 1-1,text,false,,582,0,1,3,null,0,0,0
1601651819097,594,second_random_sampler,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651819443,1131,can_fail_sampler,204,OK,listener tg 1-1,text,true,,1129,0,1,3,null,0,0,0
1601651819692,1065,first_random_sampler,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651821194,2,JSR223 Sampler,200,OK,config tg 2-1,text,true,,0,0,1,3,null,0,0,0
1601651820578,1411,can_fail_sampler,204,OK,listener tg 1-1,text,true,,1409,0,1,3,null,0,0,0
1601651821990,142,can_fail_sampler,204,OK,listener tg 1-1,text,true,,141,0,1,3,null,0,0,0
1601651822134,868,can_fail_sampler,204,OK,listener tg 1-1,text,true,,866,0,1,3,null,0,0,0
1601651820757,2792,want_to_skp,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651823004,623,can_fail_sampler,204,OK,listener tg 1-1,text,true,,622,0,1,3,null,0,0,0
1601651824197,1,JSR223 Sampler,200,OK,config tg 2-1,text,true,,0,0,1,3,null,0,0,0
1601651823549,1185,second_random_sampler,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651823628,1667,can_fail_sampler,204,OK,listener tg 1-1,text,true,,1667,0,1,3,null,0,0,0
1601651825297,889,can_fail_sampler,404,OK,listener tg 1-1,text,false,,888,0,1,3,null,0,0,0
1601651827199,1,JSR223 Sampler,200,OK,config tg 2-1,text,true,,0,0,1,3,null,0,0,0
1601651826187,1537,can_fail_sampler,204,OK,listener tg 1-1,text,true,,1536,0,1,3,null,0,0,0
1601651827725,148,can_fail_sampler,204,OK,listener tg 1-1,text,true,,147,0,1,3,null,0,0,0
1601651824735,3428,first_random_sampler,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651827875,1201,can_fail_sampler,204,OK,listener tg 1-1,text,true,,1200,0,1,3,null,0,0,0
1601651829078,469,can_fail_sampler,204,OK,listener tg 1-1,text,true,,468,0,1,3,null,0,0,0
1601651828164,1448,want_to_skp,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651830201,1,JSR223 Sampler,200,OK,config tg 2-1,text,true,,0,0,1,3,null,0,0,0
1601651829548,947,can_fail_sampler,204,OK,listener tg 1-1,text,true,,945,0,1,3,null,0,0,0
1601651830496,1159,can_fail_sampler,404,OK,listener tg 1-1,text,false,,1157,0,1,3,null,0,0,0
1601651829613,3018,second_random_sampler,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651831656,1219,can_fail_sampler,204,OK,listener tg 1-1,text,true,,1218,0,1,3,null,0,0,0
1601651833203,1,JSR223 Sampler,200,OK,config tg 2-1,text,true,,0,0,1,3,null,0,0,0
1601651832876,375,can_fail_sampler,404,OK,listener tg 1-1,text,false,,374,0,1,3,null,0,0,0
1601651833253,183,can_fail_sampler,204,OK,listener tg 1-1,text,true,,181,0,1,3,null,0,0,0
1601651833439,191,can_fail_sampler,204,OK,listener tg 1-1,text,true,,189,0,1,3,null,0,0,0
1601651833630,35,can_fail_sampler,204,OK,listener tg 1-1,text,true,,34,0,1,3,null,0,0,0
1601651832632,1266,first_random_sampler,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651833666,730,can_fail_sampler,204,OK,listener tg 1-1,text,true,,730,0,1,3,null,0,0,0
1601651834397,225,can_fail_sampler,204,OK,listener tg 1-1,text,true,,224,0,1,3,null,0,0,0
1601651833899,1453,want_to_skp,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651834623,799,can_fail_sampler,404,OK,listener tg 1-1,text,false,,798,0,1,3,null,0,0,0
1601651835424,233,can_fail_sampler,204,OK,listener tg 1-1,text,true,,232,0,1,3,null,0,0,0
1601651836205,1,JSR223 Sampler,200,OK,config tg 2-1,text,true,,0,0,1,3,null,0,0,0
1601651835657,989,can_fail_sampler,204,OK,listener tg 1-1,text,true,,988,0,1,3,null,0,0,0
1601651836647,21,can_fail_sampler,204,OK,listener tg 1-1,text,true,,20,0,1,3,null,0,0,0
1601651836670,417,can_fail_sampler,204,OK,listener tg 1-1,text,true,,416,0,1,3,null,0,0,0
1601651835353,2009,second_random_sampler,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651837087,445,can_fail_sampler,204,OK,listener tg 1-1,text,true,,444,0,1,3,null,0,0,0
1601651837533,107,can_fail_sampler,204,OK,listener tg 1-1,text,true,,105,0,1,3,null,0,0,0
1601651837641,870,can_fail_sampler,204,OK,listener tg 1-1,text,true,,868,0,1,3,null,0,0,0
1601651838512,568,can_fail_sampler,204,OK,listener tg 1-1,text,true,,566,0,1,3,null,0,0,0
1601651839206,1,JSR223 Sampler,200,OK,config tg 2-1,text,true,,0,0,1,3,null,0,0,0
1601651839081,577,can_fail_sampler,204,OK,listener tg 1-1,text,true,,575,0,1,3,null,0,0,0
1601651837363,3432,first_random_sampler,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651839658,1590,can_fail_sampler,204,OK,listener tg 1-1,text,true,,1589,0,1,3,null,0,0,0
1601651840796,812,want_to_skp,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651842207,1,JSR223 Sampler,200,OK,config tg 2-1,text,true,,0,0,1,3,null,0,0,0
1601651841608,747,second_random_sampler,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651841249,1169,can_fail_sampler,204,OK,listener tg 1-1,text,true,,1168,0,1,3,null,0,0,0
1601651842420,2129,can_fail_sampler,204,OK,listener tg 1-1,text,false,"The result was the wrong size: It was 2,128 bytes, but should have been less than 2,000 bytes.",2128,0,1,3,null,0,0,0
1601651844550,457,can_fail_sampler,204,OK,listener tg 1-1,text,true,,456,0,1,3,null,0,0,0
1601651845209,1,JSR223 Sampler,200,OK,config tg 2-1,text,true,,0,0,1,3,null,0,0,0
1601651842356,3194,first_random_sampler,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651845008,893,can_fail_sampler,404,OK,listener tg 1-1,text,false,,891,0,1,3,null,0,0,0
1601651845902,574,can_fail_sampler,404,OK,listener tg 1-1,text,false,,573,0,1,3,null,0,0,0
1601651846477,693,can_fail_sampler,204,OK,listener tg 1-1,text,true,,692,0,1,3,null,0,0,0
1601651845551,2388,want_to_skp,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651848211,1,JSR223 Sampler,200,OK,config tg 2-1,text,true,,0,0,1,3,null,0,0,0
1601651847171,1182,can_fail_sampler,204,OK,listener tg 1-1,text,true,,1181,0,1,3,null,0,0,0
1601651848355,340,can_fail_sampler,204,OK,listener tg 1-1,text,true,,339,0,1,3,null,0,0,0
1601651847939,1570,second_random_sampler,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651848696,1742,can_fail_sampler,204,OK,listener tg 1-1,text,true,,1740,0,1,3,null,0,0,0
1601651850440,521,can_fail_sampler,204,OK,listener tg 1-1,text,true,,520,0,1,3,null,0,0,0
1601651851212,1,JSR223 Sampler,200,OK,config tg 2-1,text,true,,0,0,1,3,null,0,0,0
1601651850962,942,can_fail_sampler,204,OK,listener tg 1-1,text,true,,942,0,1,3,null,0,0,0
1601651851905,457,can_fail_sampler,204,OK,listener tg 1-1,text,true,,456,0,1,3,null,0,0,0
1601651858483,934,can_fail_sampler,204,OK,listener tg 1-1,text,true,,612,0,1,3,null,0,0,0
1601651859429,1443,can_fail_sampler,204,OK,listener tg 1-1,text,true,,1442,0,1,3,null,0,0,0
1601651858483,2673,first_random_sampler,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651861482,28,JSR223 Sampler,200,OK,config tg 2-1,text,true,,0,0,1,3,null,0,0,0
1601651861158,521,want_to_skp,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651860874,864,can_fail_sampler,204,OK,listener tg 1-1,text,true,,862,0,1,3,null,0,0,0
1601651861740,442,can_fail_sampler,404,OK,listener tg 1-1,text,false,,437,0,1,3,null,0,0,0
1601651861680,1911,second_random_sampler,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651862183,1505,can_fail_sampler,204,OK,listener tg 1-1,text,true,,1503,0,1,3,null,0,0,0
1601651863592,231,first_random_sampler,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651863693,213,can_fail_sampler,204,OK,listener tg 1-1,text,true,,212,0,1,3,null,0,0,0
1601651863908,527,can_fail_sampler,204,OK,listener tg 1-1,text,true,,525,0,1,3,null,0,0,0
1601651864511,2,JSR223 Sampler,200,OK,config tg 2-1,text,true,,0,0,1,3,null,0,0,0
1601651864436,1358,can_fail_sampler,204,OK,listener tg 1-1,text,true,,1355,0,1,3,null,0,0,0
1601651865797,917,can_fail_sampler,204,OK,listener tg 1-1,text,true,,915,0,1,3,null,0,0,0
1601651863824,3443,want_to_skp,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651867514,1,JSR223 Sampler,200,OK,config tg 2-1,text,true,,0,0,1,3,null,0,0,0
1601651867268,659,second_random_sampler,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651866716,1750,can_fail_sampler,204,OK,listener tg 1-1,text,true,,1749,0,1,3,null,0,0,0
1601651867928,1781,first_random_sampler,200,OK,skip tg 3-1,text,true,,0,0,1,3,null,0,0,0
1601651870515,1,JSR223 Sampler,200,OK,config tg 2-1,text,true,,0,0,1,3,null,0,0,0
1601651882859,385,can_fail_sampler,404,OK,listener tg 1-1,text,false,,121,0,1,3,null,0,0,0
